1	281
1	885
1	976
1	979
1	981
1	982
1	984
2	240
2	503
2	576
2	652
2	677
2	772
2	812
3	798
3	821
3	929
3	969
3	977
3	997
3	1000
4	116
4	460
4	472
4	865
4	877
4	923
4	929
5	166
5	476
5	636
5	927
5	953
5	954
5	962
6	556
6	623
6	708
6	839
6	845
6	931
6	935
7	852
7	907
7	924
7	928
7	956
7	963
7	968
8	104
8	679
8	842
8	851
8	881
8	882
8	995
9	894
9	969
9	977
9	983
9	985
9	997
9	1000
10	754
10	790
10	816
10	817
10	841
10	848
10	896
11	221
11	259
11	637
11	705
11	822
11	894
11	975
12	167
12	680
12	782
12	799
12	811
12	858
12	993
13	549
13	571
13	641
13	759
13	830
13	844
13	983
14	773
14	832
14	862
14	890
14	937
14	943
14	965
15	473
15	502
15	711
15	770
15	951
15	954
15	962
16	871
16	910
16	970
16	988
16	990
16	991
16	993
17	169
17	524
17	574
17	677
17	744
17	772
17	812
18	715
18	868
18	869
18	918
18	922
18	923
18	925
19	37
19	606
19	641
19	662
19	681
19	830
19	844
20	612
20	758
20	839
20	845
20	915
20	931
20	946
21	657
21	716
21	853
21	883
21	919
21	933
21	934
22	363
22	395
22	546
22	730
22	771
22	804
22	819
23	322
23	902
23	941
23	948
23	957
23	966
23	967
24	26
24	250
24	557
24	558
24	726
24	809
24	846
25	116
25	317
25	375
25	432
25	475
25	579
25	985
26	24
26	31
26	614
26	726
26	809
26	834
26	846
27	88
27	336
27	372
27	508
27	541
27	626
27	781
28	928
28	950
28	956
28	960
28	963
28	968
28	977
29	514
29	526
29	534
29	601
29	829
29	903
29	952
30	351
30	368
30	499
30	655
30	712
30	745
30	800
31	26
31	211
31	234
31	649
31	794
31	799
31	864
32	296
32	475
32	556
32	694
32	708
32	931
32	946
33	518
33	729
33	763
33	847
33	851
33	881
33	882
34	559
34	564
34	757
34	764
34	802
34	820
34	865
35	748
35	873
35	978
35	988
35	991
35	993
35	994
36	597
36	602
36	638
36	777
36	783
36	828
36	920
37	19
37	544
37	742
37	833
37	879
37	885
37	909
38	686
38	747
38	753
38	817
38	848
38	870
38	874
39	448
39	815
39	971
39	976
39	981
39	982
39	984
40	356
40	504
40	508
40	558
40	560
40	837
40	992
41	722
41	869
41	926
41	961
41	980
41	983
41	1000
42	742
42	793
42	797
42	927
42	953
42	962
42	970
43	466
43	776
43	961
43	969
43	980
43	985
43	997
44	164
44	663
44	686
44	848
44	870
44	874
44	932
45	459
45	977
45	980
45	983
45	985
45	997
45	1000
46	289
46	725
46	738
46	851
46	881
46	882
46	903
47	552
47	606
47	733
47	759
47	830
47	844
47	988
48	80
48	316
48	439
48	507
48	771
48	804
48	819
49	605
49	608
49	609
49	622
49	659
49	725
49	739
50	609
50	750
50	780
50	859
50	871
50	880
50	884
51	206
51	318
51	324
51	356
51	504
51	541
51	781
52	157
52	694
52	839
52	845
52	931
52	936
52	946
53	573
53	633
53	905
53	924
53	956
53	960
53	963
54	268
54	699
54	836
54	875
54	879
54	885
54	909
55	470
55	964
55	975
55	989
55	992
55	995
55	996
56	451
56	457
56	685
56	751
56	761
56	798
56	966
57	199
57	777
57	783
57	791
57	808
57	828
57	855
58	162
58	605
58	855
58	859
58	871
58	880
58	884
59	276
59	961
59	969
59	983
59	985
59	989
59	997
60	585
60	793
60	829
60	903
60	933
60	952
60	997
61	245
61	283
61	718
61	795
61	804
61	818
61	819
62	528
62	557
62	614
62	636
62	808
62	834
62	846
63	693
63	905
63	956
63	960
63	963
63	968
63	999
64	889
64	907
64	928
64	945
64	960
64	963
64	973
65	275
65	675
65	810
65	913
65	940
65	950
65	952
66	115
66	291
66	450
66	545
66	664
66	772
66	812
67	887
67	888
67	965
67	975
67	989
67	992
67	995
68	635
68	637
68	651
68	778
68	822
68	891
68	894
69	429
69	708
69	768
69	886
69	915
69	931
69	946
70	81
70	109
70	299
70	348
70	350
70	493
70	915
71	230
71	644
71	971
71	976
71	979
71	981
71	984
72	192
72	307
72	438
72	568
72	612
72	704
72	915
73	937
73	939
73	971
73	986
73	987
73	998
73	999
74	206
74	339
74	576
74	677
74	744
74	772
74	812
75	380
75	523
75	551
75	596
75	816
75	817
75	896
76	329
76	728
76	928
76	950
76	960
76	963
76	968
77	289
77	614
77	689
77	730
77	809
77	834
77	846
78	234
78	297
78	517
78	627
78	794
78	864
78	947
79	107
79	564
79	589
79	806
79	820
79	923
79	993
80	48
80	102
80	395
80	555
80	596
80	771
80	819
81	70
81	375
81	432
81	475
81	493
81	691
81	897
82	186
82	383
82	602
82	638
82	777
82	791
82	808
83	706
83	785
83	793
83	855
83	913
83	940
83	952
84	293
84	679
84	729
84	847
84	851
84	881
84	882
85	235
85	651
85	700
85	778
85	805
85	894
85	969
86	286
86	326
86	910
86	935
86	939
86	987
86	999
87	615
87	776
87	881
87	961
87	977
87	980
87	1000
88	27
88	137
88	521
88	609
88	736
88	739
88	926
89	584
89	629
89	705
89	778
89	822
89	894
89	938
90	357
90	630
90	780
90	855
90	871
90	880
90	884
91	212
91	721
91	782
91	799
91	840
91	858
91	971
92	292
92	942
92	944
92	948
92	966
92	967
92	979
93	414
93	708
93	839
93	915
93	931
93	935
93	946
94	801
94	896
94	900
94	910
94	918
94	922
94	925
95	630
95	797
95	831
95	927
95	951
95	962
95	975
96	308
96	376
96	716
96	717
96	774
96	815
96	976
97	168
97	814
97	876
97	938
97	957
97	959
97	967
98	503
98	890
98	911
98	912
98	943
98	965
98	998
99	681
99	714
99	951
99	953
99	954
99	962
99	963
100	273
100	531
100	599
100	697
100	712
100	745
100	800
101	586
101	780
101	855
101	859
101	880
101	884
101	992
102	80
102	103
102	353
102	497
102	507
102	718
102	804
103	102
103	416
103	472
103	699
103	771
103	804
103	819
104	8
104	847
104	851
104	881
104	882
104	890
104	925
105	801
105	932
105	976
105	979
105	981
105	982
105	984
106	241
106	382
106	609
106	659
106	732
106	736
106	993
107	79
107	636
107	726
107	730
107	809
107	846
107	924
108	180
108	612
108	694
108	839
108	915
108	946
108	952
109	70
109	403
109	440
109	475
109	691
109	773
109	878
110	775
110	853
110	882
110	892
110	919
110	933
110	985
111	243
111	518
111	662
111	847
111	851
111	881
111	882
112	485
112	869
112	900
112	918
112	922
112	925
112	932
113	121
113	204
113	310
113	457
113	466
113	761
113	997
114	339
114	347
114	607
114	677
114	772
114	812
114	1000
115	66
115	576
115	744
115	772
115	812
115	822
115	988
116	4
116	25
116	459
116	579
116	599
116	691
116	838
117	352
117	482
117	610
117	709
117	774
117	842
117	955
118	886
118	905
118	932
118	937
118	939
118	986
118	998
119	220
119	390
119	679
119	725
119	729
119	881
119	882
120	607
120	850
120	893
120	974
120	992
120	996
120	997
121	113
121	466
121	493
121	497
121	723
121	743
121	798
122	146
122	156
122	606
122	708
122	733
122	830
122	844
123	681
123	927
123	951
123	953
123	954
123	962
123	989
124	148
124	552
124	733
124	759
124	830
124	844
124	895
125	807
125	867
125	869
125	900
125	918
125	922
125	925
126	806
126	857
126	986
126	987
126	992
126	998
126	999
127	538
127	758
127	801
127	807
127	900
127	922
127	925
128	335
128	716
128	774
128	815
128	842
128	849
128	856
129	511
129	638
129	777
129	791
129	808
129	828
129	913
130	201
130	281
130	595
130	641
130	778
130	822
130	894
131	306
131	605
131	609
131	673
131	732
131	736
131	739
132	181
132	803
132	855
132	871
132	880
132	884
132	1000
133	258
133	334
133	575
133	652
133	743
133	751
133	798
134	410
134	570
134	777
134	780
134	783
134	791
134	828
135	528
135	547
135	632
135	689
135	726
135	730
135	834
136	825
136	970
136	988
136	990
136	991
136	993
136	994
137	88
137	378
137	521
137	732
137	736
137	739
137	890
138	396
138	457
138	575
138	743
138	751
138	973
138	990
139	367
139	831
139	927
139	951
139	953
139	954
139	962
140	157
140	176
140	623
140	915
140	931
140	938
140	946
141	456
141	486
141	884
141	951
141	953
141	954
141	962
142	519
142	684
142	836
142	875
142	879
142	885
142	909
143	585
143	792
143	929
143	969
143	977
143	985
143	1000
144	817
144	832
144	895
144	912
144	943
144	965
144	966
145	762
145	938
145	941
145	957
145	959
145	966
145	967
