1	21 
2	12 
3	17 
4	18 
5	33 
6	25 
7	29 
8	9 
9	17 
10	19 
11	4 
12	8 
13	27 
14	3 
15	33 
16	2 
17	12 
18	28 
19	27 
20	25 
21	34 
22	26 
23	10 
24	13 
25	15 
26	13 
27	6 
28	29 
29	7 
30	14 
31	31 
32	25 
33	9 
34	18 
35	2 
36	24 
37	1 
38	30 
39	21 
40	6 
41	17 
42	33 
43	17 
44	30 
45	17 
46	9 
47	27 
48	26 
49	23 
50	20 
51	6 
52	25 
53	29 
54	1 
55	11 
56	5 
57	24 
58	20 
59	17 
60	7 
61	26 
62	13 
63	29 
64	29 
65	7 
66	12 
67	11 
68	4 
69	25 
70	15 
71	21 
72	25 
73	22 
74	12 
75	19 
76	29 
77	13 
78	31 
79	18 
80	26 
81	15 
82	24 
83	7 
84	9 
85	4 
86	22 
87	17 
88	23 
89	4 
90	20 
91	8 
92	10 
93	25 
94	28 
95	33 
96	16 
97	10 
98	3 
99	33 
100	14 
101	20 
102	26 
103	26 
104	9 
105	21 
106	23 
107	13 
108	25 
109	15 
110	34 
111	9 
112	28 
113	5 
114	12 
115	12 
116	15 
117	16 
118	22 
119	9 
120	11 
121	5 
122	27 
123	33 
124	27 
125	28 
126	22 
127	28 
128	16 
129	24 
130	4 
131	23 
132	20 
133	5 
134	24 
135	13 
136	2 
137	23 
138	5 
139	33 
140	25 
141	33 
142	1 
143	17 
144	3 
145	10 
146	27 
147	28 
148	7 
149	8 
150	2 
151	20 
152	7 
153	22 
154	17 
155	2 
156	32 
157	25 
158	5 
159	1 
160	21 
161	19 
162	3 
163	23 
164	30 
165	11 
166	33 
167	8 
168	7 
169	12 
170	34 
171	10 
172	15 
173	7 
174	29 
175	3 
176	25 
177	2 
178	8 
179	22 
180	8 
181	27 
182	3 
183	21 
184	18 
185	14 
186	31 
187	31 
188	19 
189	9 
190	22 
191	2 
192	21 
193	17 
194	21 
195	25 
196	19 
197	23 
198	16 
199	11 
200	31 
201	28 
202	22 
203	4 
204	13 
205	17 
206	6 
207	1 
208	24 
209	28 
210	27 
211	31 
212	16 
213	17 
214	29 
215	19 
216	19 
217	13 
218	19 
219	34 
220	30 
221	4 
222	32 
223	18 
224	2 
225	23 
226	33 
227	33 
228	19 
229	34 
230	3 
231	10 
232	12 
233	11 
234	31 
235	1 
236	7 
237	10 
238	11 
239	28 
240	12 
241	23 
242	8 
243	33 
244	22 
245	26 
246	30 
247	22 
248	3 
249	34 
250	13 
251	11 
252	20 
253	30 
254	19 
255	14 
256	10 
257	1 
258	5 
259	4 
260	9 
261	2 
262	34 
263	29 
264	23 
265	7 
266	18 
267	16 
268	29 
269	19 
270	25 
271	24 
272	9 
273	14 
274	7 
275	7 
276	22 
277	20 
278	11 
279	11 
280	11 
281	4 
282	11 
283	26 
284	30 
285	17 
286	22 
287	26 
288	22 
289	9 
290	6 
291	12 
292	13 
293	33 
294	6 
295	1 
296	20 
297	31 
298	11 
299	15 
300	18 
301	3 
302	23 
303	5 
304	3 
305	6 
306	3 
307	25 
308	16 
309	31 
310	5 
311	16 
312	11 
313	21 
314	14 
315	2 
316	26 
317	17 
318	6 
319	9 
320	29 
321	28 
322	10 
323	30 
324	21 
325	33 
326	32 
327	17 
328	1 
329	27 
330	18 
331	31 
332	34 
333	32 
334	5 
335	16 
336	6 
337	3 
338	20 
339	12 
340	33 
341	32 
342	34 
343	1 
344	15 
345	3 
346	1 
347	12 
348	15 
349	32 
350	15 
351	34 
352	16 
353	11 
354	32 
355	13 
356	6 
357	18 
358	27 
359	14 
360	34 
361	29 
362	14 
363	26 
364	28 
365	29 
366	31 
367	34 
368	14 
369	25 
370	3 
371	26 
372	6 
373	22 
374	29 
375	15 
376	16 
377	19 
378	9 
379	3 
380	32 
381	22 
382	23 
383	24 
384	19 
385	13 
386	5 
387	3 
388	13 
389	18 
390	29 
391	10 
392	17 
393	2 
394	10 
395	26 
396	5 
397	34 
398	7 
399	9 
400	19 
401	22 
402	10 
403	15 
404	4 
405	32 
406	28 
407	26 
408	30 
409	3 
410	24 
411	19 
412	33 
413	32 
414	25 
415	6 
416	26 
417	2 
418	17 
419	5 
